"idempreendedor","nomeempreendedor","cpf_cnpj","unidadegestor"
824,"MINERIOS NACIONAL S.A.","9294880000000",NULL
825,"MINERIOS NACIONAL S.A.","9294880000000","CORBL"
826,"ESTANHO DE RONDONIA S/A","684808000000",NULL
827,"ESTANHO DE RONDONIA S/A","684808000000",NULL
828,"ESTANHO DE RONDONIA S/A","684808000000",NULL
829,"ESTANHO DE RONDONIA S/A","684808000000",NULL
830,"AGIS MINERACAO LTDA.","60874200000000",NULL
831,"CADAM S.A.","4788980000000",NULL
832,"CADAM S.A.","4788980000000","CORBN"
833,"AMAPA MINERALS LTDA","5642710000000","CORBN"
834,"AMAPA MINERALS LTDA","5642710000000","CORBN"
835,"AMAPA MINERALS LTDA","5642710000000","CORBN"
836,"Jeová Barbosa de Morais","***702178***","CORBS"
837,"MINERACAO SERRA GRANDE S A","42445400000000",NULL
838,"Jeová Barbosa de Morais","***702178***","CORBS"
839,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000",NULL
840,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000",NULL
841,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000",NULL
842,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000",NULL
843,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000",NULL
844,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000",NULL
845,"SERGIO DA SILVA","***206189***",NULL
846,"Brasmic Mineração Areia e Brita Ltda","22470800000000",NULL
847,"Copelmi Mineração Ltda","33059500000000","CORBCM"
848,"Copelmi Mineração Ltda","33059500000000","CORBCM"
849,"CSN MINERACAO S.A.","8902290000000",NULL
850,"CSN MINERACAO S.A.","8902290000000","CORBCM"
851,"CSN MINERACAO S.A.","8902290000000","CORBL"
852,"MINERBRAS MINERACAO LTDA","14762200000000",NULL
853,"NX GOLD S.A. Filial: NX GOLD S.A.","18501400000000",NULL
854,"NX GOLD S.A. Filial: NX GOLD S.A.","18501400000000",NULL
855,"NX GOLD S.A. Filial: NX GOLD S.A.","18501400000000",NULL
856,"CSN MINERACAO S.A.","8902290000000","CORBL"
857,"COOPERMETAL - COOPERATIVA METALURGICA DE RONDONIA","9259740000000",NULL
858,"COOPERMETAL - COOPERATIVA METALURGICA DE RONDONIA","9259740000000",NULL
859,"GABRIELLA MINERACAO LTDA","7105970000000",NULL
860,"COOPERATIVA DOS GARIMPEIROS DE SANTA CRUZ - COOPERSANTA","34726500000000",NULL
861,"DEV MINERACAO S.A. - EM RECUPERACAO JUDICIAL","6030750000000",NULL
862,"EUROMAQUINAS MINERACAO LTDA","19882200000000",NULL
863,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBN"
864,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBN"
865,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBN"
866,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBN"
867,"LARGO VANADIO DE MARACAS S.A","15191800000000","CORBN"
868,"GINEZ GIMENES NETO","***065632***","CORBS"
869,"GINEZ GIMENES NETO","***065632***","CORBS"
870,"LARGO VANADIO DE MARACAS S.A","15191800000000",NULL
871,"LARGO VANADIO DE MARACAS S.A","15191800000000",NULL
872,"LARGO VANADIO DE MARACAS S.A","15191800000000",NULL
873,"COOPERATIVA DOS GARIMPEIROS DE SANTA CRUZ - COOPERSANTA","34726500000000",NULL
874,"COOPERATIVA DOS GARIMPEIROS DE SANTA CRUZ - COOPERSANTA","34726500000000",NULL
875,"COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL","25252500000000","CORBS"
876,"COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL","25252500000000","CORBS"
877,"COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL","25252500000000","CORBS"
878,"MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.","12094600000000",NULL
879,"COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL","25252500000000","CORBS"
880,"MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.","12094600000000","CORBN"
881,"MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.","12094600000000","CORBN"
882,"MINERACAO PARAGOMINAS S.A.","12094600000000",NULL
883,"ADRIANO JOSE DE MOURA SOUSA","***693483***",NULL
884,"ITAFOS ARRAIAS MINERACAO E FERTILIZANTES S.A.","5919580000000",NULL
885,"CIMENTO TUPI S.A. EM RECUPERACAO JUDICIAL","33039200000000","CORBS"
886,"CSN MINERACAO S.A.","8902290000000","CORBL"
887,"COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL","25252500000000","CORBS"
888,"MINERACAO ABDALA LTDA","8838090000000",NULL
889,"MINERACAO ABDALA LTDA","8838090000000",NULL
890,"YARA BRASIL FERTILIZANTES S/A Filial: YARA BRASIL FERTILIZANTES S/A","92660600000000",NULL
891,"SAMACA FERROS LTDA","16682200000000",NULL
892,"SAMACA FERROS LTDA","16682200000000","CORBN"
893,"Extrativa Metalurgia S A","3761820000000",NULL
894,"SAMACA FERROS LTDA","16682200000000",NULL
895,"SAMACA FERROS LTDA","16682200000000",NULL
896,"COOPERATIVA DOS GARIMPEIROS DE SANTA CRUZ - COOPERSANTA","34726500000000","CORBN"
897,"MORRO AGUDO MINERAIS LTDA","47024000000000",NULL
898,"MORRO AGUDO MINERAIS LTDA","47024000000000",NULL
899,"MORRO AGUDO MINERAIS LTDA","47024000000000",NULL
900,"CARBONIFERA SIDEROPOLIS LTDA","83852100000000",NULL
901,"T B K - MINERACAO LIMITADA","7707450000000","CORBS"
902,"BURITIRAMA MINERACAO S.A. FALIDO","27121700000000",NULL
903,"BURITIRAMA MINERACAO S.A. FALIDO","27121700000000",NULL
904,"BURITIRAMA MINERACAO S.A. FALIDO","27121700000000","CORBN"
905,"MINERACAO MORRO DO IPE S.A.","22902600000000",NULL
906,"MINERACAO MORRO DO IPE S.A.","22902600000000",NULL
907,"MINERACAO MORRO DO IPE S.A.","22902600000000",NULL
908,"COMPANHIA BRASILEIRA DO COBRE","87678200000000",NULL
909,"Geominas Minerações Ltda.","11979700000000","CORBN"
910,"FREDERICO AUGUSTO ROSA DO CARMO","***026516***","CORBCM"
911,"PATOS DE MINAS FOSFATADOS LTDA","58438900000000",NULL
912,"PATOS DE MINAS FOSFATADOS LTDA","58438900000000",NULL
913,"PATOS DE MINAS FOSFATADOS LTDA","58438900000000","CORBO"
914,"GREEN METALS NOVA ERA SOLUCOES AMBIENTAIS S.A","16530200000000","CORBL"
915,"BRAZAURO RECURSOS MINERAIS S.A.","5943920000000","CORBCM"
916,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBN"
917,"HUMBERTO AFFONSO DEL NERY","***621636***","CORBS"
